MfgCode|BrandID|PartNo|CodeID|Description|LanguageCode
|JVYD|AH0115804100114320SMF|FAB|[LIGHTWEIGHT PERFORMANCE] - Weighs as little as 15.8 lbs (15×8), making it a lightweight yet strong option for spirited driving.|EN
|JVYD|AH0115804100114320SMF|FAB|[VERSATILE SIZE & FITMENT] - Available in a full range of sizes (15×8, 16×8, 17×9, 18×9.5) and bolt patterns like 4×100, 5×100, 4×114.3, and 5×114.3.|EN
|JVYD|AH0115804100114320SMF|FAB|[FLUSH-MOUNT CENTER CAP] - Offers a sleek and clean finish, enhancing the wheel's streamlined aesthetic.|EN
|JVYD|AH0115804100114320SMF|FAB|[DEEP-DISH LIP] - Adds depth and presence, delivering a bold and aggressive stance.|EN
|JVYD|AH0115804100114320SMF|FAB|[TWIST-RECESS 5-SPOKE DESIGN] - Provides visual depth and a sculpted, performance-oriented look.|EN
|JVYD|AH0116804100114315SMF|DES|Aodhan AH01 16X8 4X114.3 / 4X100 ET 15mm Silver with Machined Face|EN
|JVYD|AH0116804100114315SMF|LAB|Aodhan Wheels|EN
|JVYD|AH0116804100114315SMF|MKT|The Aodhan AH01 offers a timeless JDM-inspired 5-spoke design elevated by a twist-recess spoke detail and an aggressive deep-dish lip. Its refined styling and flush-mount center cap strike a perfect balance of performance and aesthetics.|EN
|JVYD|AH0116804100114315SMF|FAB|[LIGHTWEIGHT PERFORMANCE] - Weighs as little as 15.8 lbs (15×8), making it a lightweight yet strong option for spirited driving.|EN
|JVYD|AH0116804100114315SMF|FAB|[VERSATILE SIZE & FITMENT] - Available in a full range of sizes (15×8, 16×8, 17×9, 18×9.5) and bolt patterns like 4×100, 5×100, 4×114.3, and 5×114.3.|EN
|JVYD|AH0116804100114315SMF|FAB|[FLUSH-MOUNT CENTER CAP] - Offers a sleek and clean finish, enhancing the wheel's streamlined aesthetic.|EN
|JVYD|AH0116804100114315SMF|FAB|[DEEP-DISH LIP] - Adds depth and presence, delivering a bold and aggressive stance.|EN
|JVYD|AH0116804100114315SMF|FAB|[TWIST-RECESS 5-SPOKE DESIGN] - Provides visual depth and a sculpted, performance-oriented look.|EN
|JVYD|AH0117905100114325SMF|DES|Aodhan AH01 17X9 5X100 / 5X114.3 ET 25mm Silver with Machined Face|EN
|JVYD|AH0117905100114325SMF|LAB|Aodhan Wheels|EN
|JVYD|AH0117905100114325SMF|MKT|The Aodhan AH01 offers a timeless JDM-inspired 5-spoke design elevated by a twist-recess spoke detail and an aggressive deep-dish lip. Its refined styling and flush-mount center cap strike a perfect balance of performance and aesthetics.|EN
|JVYD|AH0117905100114325SMF|FAB|[LIGHTWEIGHT PERFORMANCE] - Weighs as little as 15.8 lbs (15×8), making it a lightweight yet strong option for spirited driving.|EN
|JVYD|AH0117905100114325SMF|FAB|[VERSATILE SIZE & FITMENT] - Available in a full range of sizes (15×8, 16×8, 17×9, 18×9.5) and bolt patterns like 4×100, 5×100, 4×114.3, and 5×114.3.|EN
|JVYD|AH0117905100114325SMF|FAB|[FLUSH-MOUNT CENTER CAP] - Offers a sleek and clean finish, enhancing the wheel's streamlined aesthetic.|EN
|JVYD|AH0117905100114325SMF|FAB|[DEEP-DISH LIP] - Adds depth and presence, delivering a bold and aggressive stance.|EN
|JVYD|AH0117905100114325SMF|FAB|[TWIST-RECESS 5-SPOKE DESIGN] - Provides visual depth and a sculpted, performance-oriented look.|EN
|JVYD|AH011895510035SMF|DES|Aodhan AH01 18X9.5 5X100 ET 35mm Silver with Machined Face|EN
|JVYD|AH011895510035SMF|LAB|Aodhan Wheels|EN
|JVYD|AH011895510035SMF|MKT|The Aodhan AH01 offers a timeless JDM-inspired 5-spoke design elevated by a twist-recess spoke detail and an aggressive deep-dish lip. Its refined styling and flush-mount center cap strike a perfect balance of performance and aesthetics.|EN
|JVYD|AH011895510035SMF|FAB|[LIGHTWEIGHT PERFORMANCE] - Weighs as little as 15.8 lbs (15×8), making it a lightweight yet strong option for spirited driving.|EN
|JVYD|AH011895510035SMF|FAB|[VERSATILE SIZE & FITMENT] - Available in a full range of sizes (15×8, 16×8, 17×9, 18×9.5) and bolt patterns like 4×100, 5×100, 4×114.3, and 5×114.3.|EN
|JVYD|AH011895510035SMF|FAB|[FLUSH-MOUNT CENTER CAP] - Offers a sleek and clean finish, enhancing the wheel's streamlined aesthetic.|EN
|JVYD|AH011895510035SMF|FAB|[DEEP-DISH LIP] - Adds depth and presence, delivering a bold and aggressive stance.|EN
|JVYD|AH011895510035SMF|FAB|[TWIST-RECESS 5-SPOKE DESIGN] - Provides visual depth and a sculpted, performance-oriented look.|EN
|JVYD|AH0118955114330SMF|DES|Aodhan AH01 18X9.5 5X114.3 ET 30mm Silver with Machined Face|EN
|JVYD|AH0118955114330SMF|LAB|Aodhan Wheels|EN
|JVYD|AH0118955114330SMF|MKT|The Aodhan AH01 offers a timeless JDM-inspired 5-spoke design elevated by a twist-recess spoke detail and an aggressive deep-dish lip. Its refined styling and flush-mount center cap strike a perfect balance of performance and aesthetics.|EN
|JVYD|AH0118955114330SMF|FAB|[LIGHTWEIGHT PERFORMANCE] - Weighs as little as 15.8 lbs (15×8), making it a lightweight yet strong option for spirited driving.|EN
|JVYD|AH0118955114330SMF|FAB|[VERSATILE SIZE & FITMENT] - Available in a full range of sizes (15×8, 16×8, 17×9, 18×9.5) and bolt patterns like 4×100, 5×100, 4×114.3, and 5×114.3.|EN
|JVYD|AH0118955114330SMF|FAB|[FLUSH-MOUNT CENTER CAP] - Offers a sleek and clean finish, enhancing the wheel's streamlined aesthetic.|EN
|JVYD|AH0118955114330SMF|FAB|[DEEP-DISH LIP] - Adds depth and presence, delivering a bold and aggressive stance.|EN
|JVYD|AH0118955114330SMF|FAB|[TWIST-RECESS 5-SPOKE DESIGN] - Provides visual depth and a sculpted, performance-oriented look.|EN
|JVYD|AH0217804100114335SML|DES|Aodhan AH02 17X8 4X114.3 / 4X100 ET 35mm Silver with Machined Lip|EN
|JVYD|AH0217804100114335SML|LAB|Aodhan Wheels|EN
|JVYD|AH0217804100114335SML|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH0217804100114335SML|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH0217804100114335SML|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH0217804100114335SML|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH0217804100114335SML|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH0217804100114335SML|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021780410011435GB|DES|Aodhan AH02 17X8 4X100 / 4X114.3 ET 35mm Gloss Black ( Gold Rivet)|EN
|JVYD|AH021780410011435GB|LAB|Aodhan Wheels|EN
|JVYD|AH021780410011435GB|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021780410011435GB|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021780410011435GB|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021780410011435GB|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021780410011435GB|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021780410011435GB|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021780410011435HB|DES|Aodhan AH02 17X8 4X100 / 4X114.3 ET 35mm Hyper Black with Machined Lip|EN
|JVYD|AH021780410011435HB|LAB|Aodhan Wheels|EN
|JVYD|AH021780410011435HB|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021780410011435HB|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021780410011435HB|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021780410011435HB|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021780410011435HB|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021780410011435HB|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH0217805100114335SML|DES|Aodhan AH02 17X8 5X100 / 5X114.3 ET 35mm Silver with Machined Lip|EN
|JVYD|AH0217805100114335SML|LAB|Aodhan Wheels|EN
|JVYD|AH0217805100114335SML|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH0217805100114335SML|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH0217805100114335SML|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH0217805100114335SML|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH0217805100114335SML|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH0217805100114335SML|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021780510011435GB|DES|Aodhan AH02 17X8 5X100 / 5X114.3 ET 35mm Gloss Black ( Gold Rivet)|EN
|JVYD|AH021780510011435GB|LAB|Aodhan Wheels|EN
|JVYD|AH021780510011435GB|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021780510011435GB|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021780510011435GB|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021780510011435GB|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021780510011435GB|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021780510011435GB|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021780510011435HB|DES|Aodhan AH02 17X8 5X114.3 / 5X100 ET 35mm Hyper Black with Machined Lip|EN
|JVYD|AH021780510011435HB|LAB|Aodhan Wheels|EN
|JVYD|AH021780510011435HB|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021780510011435HB|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021780510011435HB|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021780510011435HB|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021780510011435HB|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021780510011435HB|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021885510035GB|DES|Aodhan AH02 18X8.5 5X100 ET 35mm Gloss Black ( Gold Rivet)|EN
|JVYD|AH021885510035GB|LAB|Aodhan Wheels|EN
|JVYD|AH021885510035GB|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021885510035GB|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021885510035GB|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021885510035GB|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021885510035GB|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021885510035GB|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021885510035SML|DES|Aodhan AH02 18X8.5 5X100 ET 35mm Silver with Machined Lip|EN
|JVYD|AH021885510035SML|LAB|Aodhan Wheels|EN
|JVYD|AH021885510035SML|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021885510035SML|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021885510035SML|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021885510035SML|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021885510035SML|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021885510035SML|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH02188551003HB|DES|Aodhan AH02 18X8.5 5X100 ET 35mm Hyper Black with Machined Lip|EN
|JVYD|AH02188551003HB|LAB|Aodhan Wheels|EN
|JVYD|AH02188551003HB|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH02188551003HB|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH02188551003HB|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH02188551003HB|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH02188551003HB|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH02188551003HB|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH0218855114335SML|DES|Aodhan AH02 18X8.5 5X114.3 ET 35mm Silver with Machined Lip|EN
|JVYD|AH0218855114335SML|LAB|Aodhan Wheels|EN
|JVYD|AH0218855114335SML|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH0218855114335SML|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH0218855114335SML|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH0218855114335SML|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH0218855114335SML|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH0218855114335SML|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021885511435GB|DES|Aodhan AH02 18X8.5 5X114.3 ET 35mm Gloss Black ( Gold Rivet)|EN
|JVYD|AH021885511435GB|LAB|Aodhan Wheels|EN
|JVYD|AH021885511435GB|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021885511435GB|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021885511435GB|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021885511435GB|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021885511435GB|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021885511435GB|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021885511435HB|DES|Aodhan AH02 18X8.5 5X114.3 ET 35mm Hyper Black with Machined Lip|EN
|JVYD|AH021885511435HB|LAB|Aodhan Wheels|EN
|JVYD|AH021885511435HB|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021885511435HB|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021885511435HB|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021885511435HB|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021885511435HB|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021885511435HB|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021885512035GB|DES|Aodhan AH02 18X8.5 5X120 ET 35mm Gloss Black ( Gold Rivet)|EN
|JVYD|AH021885512035GB|LAB|Aodhan Wheels|EN
|JVYD|AH021885512035GB|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021885512035GB|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021885512035GB|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021885512035GB|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021885512035GB|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021885512035GB|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021885512035HB|DES|Aodhan AH02 18X8.5 5X120 ET 35mm Hyper Black with Machined Lip|EN
|JVYD|AH021885512035HB|LAB|Aodhan Wheels|EN
|JVYD|AH021885512035HB|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021885512035HB|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021885512035HB|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021885512035HB|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021885512035HB|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021885512035HB|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021885512035SML|DES|Aodhan AH02 18X8.5 5X120 ET 35mm Silver with Machined Lip|EN
|JVYD|AH021885512035SML|LAB|Aodhan Wheels|EN
|JVYD|AH021885512035SML|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021885512035SML|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021885512035SML|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021885512035SML|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021885512035SML|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021885512035SML|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021895510035GB|DES|Aodhan AH02 18X9.5 5X100 ET 35mm Gloss Black ( Gold Rivet)|EN
|JVYD|AH021895510035GB|LAB|Aodhan Wheels|EN
|JVYD|AH021895510035GB|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021895510035GB|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021895510035GB|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021895510035GB|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021895510035GB|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021895510035GB|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021895510035HB|DES|Aodhan AH02 18X9.5 5X100 ET 35mm Hyper Black with Machined Lip|EN
|JVYD|AH021895510035HB|LAB|Aodhan Wheels|EN
|JVYD|AH021895510035HB|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021895510035HB|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021895510035HB|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021895510035HB|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021895510035HB|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021895510035HB|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021895510035SML|DES|Aodhan AH02 18X9.5 5X100 ET 35mm Silver with Machined Lip|EN
|JVYD|AH021895510035SML|LAB|Aodhan Wheels|EN
|JVYD|AH021895510035SML|MKT|The Aodhan AH02 delivers a timeless mesh-style design enhanced with modern engineering, making it a standout choice for enthusiasts. Featuring an aggressive deep-dish lip and a sleek, multi-spoke aesthetic, it balances refined appearance with performance-oriented design.|EN
|JVYD|AH021895510035SML|FAB|[MULTIPLE FINISH OPTIONS] - Available in gloss black with gold rivets, silver with machined lip, hyper black, and more to suit diverse aesthetic preferences.|EN
|JVYD|AH021895510035SML|FAB|[RACE-INSPIRED STYLING WITH FLUSH-MOUNT CENTER CAP] - A sleek center cap keeps the wheel face clean and contemporary.|EN
|JVYD|AH021895510035SML|FAB|[DUAL PHASE FORGING (DPF) CONSTRUCTION] - Enhances structural strength while keeping weight optimized for driving dynamics.|EN
|JVYD|AH021895510035SML|FAB|[DEEP-DISH LIP] - Adds depth and a bold stance to the vehicle’s appearance.|EN
|JVYD|AH021895510035SML|FAB|[MESH-STYLE MULTI-SPOKE DESIGN] - Classic, intricate spokes that provide a clean yet standout visual profile.|EN
|JVYD|AH021895511430GB|DES|Aodhan AH02 18X9.5 5X114.3 ET 30mm Gloss Black ( Gold Rivet)|EN
|JVYD|AH021895511430GB|LAB|Aodhan Wheels|EN
